id;point;address
70268;15139;hillcrest road 1
70269;15139;hillcrest road 10
70270;15139;hillcrest road 106
70271;15139;hillcrest road 108
70272;15139;hillcrest road 109
70273;15139;hillcrest road 11
70274;15139;hillcrest road 11-110
70275;15139;hillcrest road 113
70276;15139;hillcrest road 114
70277;15139;hillcrest road 116
70278;15139;hillcrest road 11e
70279;15139;hillcrest road 11h
70280;15139;hillcrest road 12
70281;15139;hillcrest road 120
70282;15139;hillcrest road 122
70283;15139;hillcrest road 126
70284;15139;hillcrest road 127
70285;15139;hillcrest road 128
70286;15139;hillcrest road 131
70287;15139;hillcrest road 132
70288;15139;hillcrest road 134
70289;15139;hillcrest road 139
70290;15139;hillcrest road 13a
70291;15139;hillcrest road 13k
70292;15139;hillcrest road 13l
70293;15139;hillcrest road 13n
70294;15139;hillcrest road 14
70295;15139;hillcrest road 141
70296;15139;hillcrest road 149
70297;15139;hillcrest road 153
70298;15139;hillcrest road 155
70299;15139;hillcrest road 156
70300;15139;hillcrest road 157
70301;15139;hillcrest road 158
70302;15139;hillcrest road 159
70303;15139;hillcrest road 15f
70304;15139;hillcrest road 15q
70305;15139;hillcrest road 16
70306;15139;hillcrest road 164
70307;15139;hillcrest road 167
70308;15139;hillcrest road 167b
70309;15139;hillcrest road 167c
70310;15139;hillcrest road 17
70311;15139;hillcrest road 177
70312;15139;hillcrest road 177c
70313;15139;hillcrest road 177d
70314;15139;hillcrest road 177e
70315;15139;hillcrest road 17c
70316;15139;hillcrest road 17j
70317;15139;hillcrest road 18
70318;15139;hillcrest road 188
70319;15139;hillcrest road 19a
70320;15139;hillcrest road 19m
70321;15139;hillcrest road 19p
70322;15139;hillcrest road 19u
70323;15139;hillcrest road 1d
70324;15139;hillcrest road 1h
70325;15139;hillcrest road 1j
70326;15139;hillcrest road 2
70327;15139;hillcrest road 22
70328;15139;hillcrest road 26
70329;15139;hillcrest road 28
70330;15139;hillcrest road 30
70331;15139;hillcrest road 32
70332;15139;hillcrest road 34
70333;15139;hillcrest road 36
70334;15139;hillcrest road 3e
70335;15139;hillcrest road 3q
70336;15139;hillcrest road 3r
70337;15139;hillcrest road 3t
70338;15139;hillcrest road 4
70339;15139;hillcrest road 41
70340;15139;hillcrest road 48
70341;15139;hillcrest road 51
70342;15139;hillcrest road 52
70343;15139;hillcrest road 60
70344;15139;hillcrest road 61
70345;15139;hillcrest road 63
70346;15139;hillcrest road 71a
70347;15139;hillcrest road 75
70348;15139;hillcrest road 75a
70349;15139;hillcrest road 77
70350;15139;hillcrest road 77a
70351;15139;hillcrest road 7c
70352;15139;hillcrest road 7e
70353;15139;hillcrest road 7j
70354;15139;hillcrest road 7q
70355;15139;hillcrest road 8
70356;15139;hillcrest road 83
70357;15139;hillcrest road 84
70358;15139;hillcrest road 89
70359;15139;hillcrest road 95
70360;15139;hillcrest road 9c
70361;15139;hillcrest road 9d
70362;15139;hillcrest road 9g
70363;15139;hillcrest road 9k
70364;15139;hillcrest road 9m
70365;15139;hillcrest road 9p
70366;15139;lorong 3 geylang 439
70367;15140;macpherson road 445
70368;15141;hillcrest road 81
70369;15142;meyappa chettiar road 4
70370;15143;puay hee avenue 59
70371;15144;watten estate road 142a
70372;15145;oriole crescent 32
70373;15146;jalan melor 45
70374;15146;jalan melor 451
70375;15147;greenwood avenue 43
70376;15148;macpherson road 462a
70377;15149;jalan pari kikis 45
70378;15150;upper changi road 403a
70379;15151;wilby road 29
70380;15152;belimbing avenue 21
70381;15153;changi south avenue 2 21
70382;15154;wan lee road 10
70383;15154;wan lee road 11
70384;15154;wan lee road 12
70385;15154;wan lee road 15
70386;15154;wan lee road 16
70387;15154;wan lee road 17
70388;15154;wan lee road 2
70389;15154;wan lee road 4
70390;15154;wan lee road 6
70391;15154;wan lee road 6a
70392;15154;wan lee road 7
70393;15154;wan lee road 8
70394;15155;jalan gembira 48
70395;15156;watten estate road 164
70396;15157;bedok north road 109
70397;15158;lorong 1 toa payoh 163
70398;15159;jalan tenaga 651
70399;15160;macpherson road 458
70400;15160;macpherson road 458a
70401;15161;macpherson road 476
70402;15161;macpherson road 476a
70403;15162;college avenue west 12
70404;15162;happy avenue west 3
70405;15162;happy avenue west 5
70406;15162;happy avenue west 7
70407;15162;tuas west avenue 21
70408;15162;tuas west avenue 29
70409;15162;tuas west avenue 32
70410;15163;kaki bukit avenue 1 203
70411;15163;kaki bukit avenue 1 207
70412;15163;kaki bukit avenue 1 209
70413;15163;kaki bukit avenue 1 211
70414;15163;kaki bukit avenue 1 211/213
70415;15163;kaki bukit avenue 1 221
70416;15163;kaki bukit avenue 1 223
70417;15163;kaki bukit avenue 1 225
70418;15163;kaki bukit avenue 1 229
70419;15163;kaki bukit avenue 1 233
70420;15163;kaki bukit avenue 1 237
70421;15163;kaki bukit avenue 1 247
70422;15163;kaki bukit avenue 1 249
70423;15163;kaki bukit avenue 1 251
70424;15163;kaki bukit avenue 1 255
70425;15163;kaki bukit avenue 1 257
70426;15163;kaki bukit avenue 1 259
70427;15163;kaki bukit avenue 1 261
70428;15163;kaki bukit avenue 1 263
70429;15163;kaki bukit avenue 1 265
70430;15163;kaki bukit avenue 1 267
70431;15163;kaki bukit avenue 1 271
70432;15163;kaki bukit avenue 1 275
70433;15163;kaki bukit avenue 1 277
70434;15163;kaki bukit avenue 1 279
70435;15163;kaki bukit avenue 1 281
70436;15163;kaki bukit avenue 1 283
70437;15163;kaki bukit avenue 1 285
70438;15163;kaki bukit avenue 1 291
70439;15163;kaki bukit avenue 1 295
70440;15163;kaki bukit avenue 1 297
70441;15163;kaki bukit avenue 1 299
70442;15164;kim keat avenue 256
70443;15165;kian teck drive 1
70444;15165;kian teck drive 13
70445;15165;kian teck drive 15
70446;15165;kian teck drive 17
70447;15165;kian teck drive 22
70448;15165;kian teck drive 26
70449;15165;kian teck drive 28
70450;15165;kian teck drive 34
70451;15165;kian teck drive 38
70452;15165;kian teck drive 4
70453;15165;kian teck drive 45
70454;15165;kian teck drive 8
70455;15165;kian teck way 1
70456;15165;kian teck way 15
70457;15165;kian teck way 33
70458;15165;kian teck way 8
70459;15166;brani terminal avenue 200
70460;15166;brani terminal avenue 85
70461;15166;fir avenue 1
70462;15166;fir avenue 11
70463;15166;fir avenue 18
70464;15166;fir avenue 20
70465;15166;fir avenue 21
70466;15166;fir avenue 22
70467;15166;fir avenue 8
70468;15167;macpherson road 460
70469;15167;macpherson road 460b
70470;15168;meyappa chettiar road 20
70471;15168;meyappa chettiar road 21
70472;15168;meyappa chettiar road 22
70473;15168;meyappa chettiar road 23b
70474;15168;meyappa chettiar road 25b
70475;15168;meyappa chettiar road 26b
70476;15168;meyappa chettiar road 27a
70477;15168;meyappa chettiar road 28
70478;15168;meyappa chettiar road 28b
70479;15168;meyappa chettiar road 28c
70480;15169;macpherson road 490
70481;15170;toh guan road 77
70482;15171;jalan tenaga 647
70483;15172;greendale rise 2
70484;15172;greendale rise 4
70485;15172;greendale rise 8
70486;15173;greendale avenue 6
70487;15174;gateway drive 1
70488;15174;gateway drive 2
70489;15174;gateway drive 3
70490;15174;gateway drive 6
70491;15175;jalan gembira 72
70492;15176;tuas avenue 7 12
70493;15177;macpherson road 474
70494;15178;macpherson road 508
70495;15179;jalan gembira 68
70496;15180;tuas west street 2
70497;15180;tuas west street 9
70498;15181;lorong 6 toa payoh 530
70499;15182;macpherson road 478b
70500;15183;chempaka avenue 35
70501;15184;yung kuang road 10
70502;15184;yung kuang road 104
70503;15184;yung kuang road 106
70504;15184;yung kuang road 107
70505;15184;yung kuang road 63/66
70506;15184;yung kuang road 7
70507;15184;yung kuang road 8
70508;15184;yung kuang road 9
70509;15186;peakville avenue 6
70510;15187;macpherson road 500
70511;15188;ubi link 1
70512;15189;macpherson road 510
70513;15190;macpherson lane 81
70514;15190;macpherson lane 8115
70515;15190;macpherson lane 81a
70516;15191;wilby road 30
70517;15192;vanda drive 14
70518;15193;cherry avenue 8
70519;15194;bedok north avenue 2 514
70520;15195;jalan pari unak 36
70521;15196;tuas avenue 7 15
70522;15197;jalan gembira 22
70523;15198;bedok north avenue 1 527
70524;15198;bedok north avenue 1 537
70525;15198;bedok north avenue 1 539
70526;15198;bedok north avenue 3 510
70527;15198;bedok north avenue 3 527
70528;15198;bedok north road 218
70529;15198;bedok north road 84
70530;15198;bedok north street 1 201
70531;15198;bedok north street 1 204
70532;15198;bedok north street 1 213
70533;15198;bedok north street 1 214
70534;15198;bedok north street 1 215
70535;15198;bedok north street 1 216
70536;15198;bedok north street 1 217
70537;15198;bedok north street 1 218
70538;15198;bedok north street 1 420
70539;15198;bedok north street 1 blk 213
70540;15198;bedok north street 1 blk 214
70541;15198;bedok north street 1 blk 547
70542;15198;bedok north street 2 114
70543;15198;bedok north street 2 118
70544;15198;bedok north street 2 122
70545;15198;bedok north street 2 127
70546;15198;bedok north street 2 128
70547;15198;bedok north street 2 130
70548;15198;bedok north street 2 132
70549;15198;bedok north street 2 138
70550;15198;bedok north street 2 140
70551;15198;bedok north street 2 3
70552;15198;bedok north street 2 5
70553;15198;bedok north street 2 blk 122
70554;15198;bedok north street 3 501
70555;15198;bedok north street 3 509
70556;15198;bedok north street 3 510
70557;15198;bedok north street 3 524
70558;15198;bedok north street 3 526
70559;15198;bedok north street 3 527
70560;15198;bedok north street 3 528
70561;15198;bedok north street 3 530
70562;15198;bedok north street 3 531
70563;15198;bedok north street 3 532
70564;15198;bedok north street 3 533
70565;15198;bedok north street 3 534
70566;15198;bedok north street 3 536
70567;15198;bedok north street 3 537
70568;15198;bedok north street 3 539
70569;15198;bedok north street 3 540
70570;15198;bedok north street 3 545
70571;15198;bedok north street 3 547
70572;15198;bedok north street 3 554
70573;15198;bedok north street 3 556
70574;15198;bedok north street 4 201
70575;15198;bedok north street 4 203
70576;15198;bedok north street 4 205
70577;15198;bedok north street 4 84
70578;15198;bedok north street 4 86
70579;15198;bedok north street 4 86b
70580;15198;bedok north street 4 86e
70581;15198;bedok north street 4 88
70582;15198;bedok north street 4 90
70583;15198;bedok north street 5 3015
70584;15198;bedok north street 5 3017
70585;15198;bedok north street 5 3018
70586;15199;watten estate road 170
70587;15200;bedok north street 3 539a
70588;15201;jalan gembira 100
70589;15201;jalan gembira 104
70590;15201;jalan gembira 106
70591;15201;jalan gembira 108
70592;15201;jalan gembira 11
70593;15201;jalan gembira 118
70594;15201;jalan gembira 124
70595;15201;jalan gembira 128
70596;15201;jalan gembira 13
70597;15201;jalan gembira 130
70598;15201;jalan gembira 134
70599;15201;jalan gembira 136
70600;15201;jalan gembira 17
70601;15201;jalan gembira 18
70602;15201;jalan gembira 19
70603;15201;jalan gembira 2
70604;15201;jalan gembira 20
70605;15201;jalan gembira 25
70606;15201;jalan gembira 28
70607;15201;jalan gembira 3
70608;15201;jalan gembira 38
70609;15201;jalan gembira 4
70610;15201;jalan gembira 40
70611;15201;jalan gembira 44
70612;15201;jalan gembira 5
70613;15201;jalan gembira 50
70614;15201;jalan gembira 54
70615;15201;jalan gembira 55
70616;15201;jalan gembira 56
70617;15201;jalan gembira 58
70618;15201;jalan gembira 59
70619;15201;jalan gembira 6
70620;15201;jalan gembira 60
70621;15201;jalan gembira 62
70622;15201;jalan gembira 66
70623;15201;jalan gembira 7
70624;15201;jalan gembira 70
70625;15201;jalan gembira 75
70626;15201;jalan gembira 77
70627;15201;jalan gembira 78
70628;15201;jalan gembira 79
70629;15201;jalan gembira 8
70630;15201;jalan gembira 81
70631;15201;jalan gembira 82
70632;15201;jalan gembira 83
70633;15201;jalan gembira 84
70634;15201;jalan gembira 85
70635;15201;jalan gembira 86
70636;15201;jalan gembira 9
70637;15201;jalan gembira 90
70638;15201;jalan gembira 92
70639;15201;jalan gembira 94
70640;15202;macpherson road 492
70641;15202;macpherson road 492a
70642;15203;jalan mesra 1
70643;15204;old toh tuck road 20
70644;15204;toh tuck road 20
70645;15205;jalan gembira 80
70646;15206;bedok reservoir road 180
70647;15206;bedok reservoir road 8-718
70648;15207;cherry avenue 2
70649;15207;cherry avenue 22
70650;15208;kaki bukit avenue 1 30
70651;15209;ubi view 10
70652;15210;tuas avenue 8 33
70653;15211;lorong 1 toa payoh 157
70654;15212;lorong 4 toa payoh 193
70655;15213;macpherson road 514
70656;15214;pheng geck avenue 46
70657;15215;macpherson road 502
70658;15216;macpherson road 518
70659;15216;macpherson road 518a
70660;15217;jalan muhibbah 1
70661;15218;macpherson road 504
70662;16032;lorong 1 toa payoh 1004
70663;15219;toa payoh industrial park 10
70664;15219;toa payoh north 1000
70665;15219;toa payoh north 1004
70666;15219;toa payoh north 1008
70667;15220;macpherson road 506
70668;15221;chempaka avenue 57
70669;15222;hougang street 11 146
70670;15222;potong pasir avenue 1 102
70671;15222;potong pasir avenue 1 104
70672;15222;potong pasir avenue 1 105
70673;15222;potong pasir avenue 1 106
70674;15222;potong pasir avenue 1 108
70675;15222;potong pasir avenue 1 112
70676;15222;potong pasir avenue 1 113
70677;15222;potong pasir avenue 1 115
70678;15222;potong pasir avenue 1 117
70679;15222;potong pasir avenue 1 118
70680;15222;potong pasir avenue 1 121
70681;15222;potong pasir avenue 1 130
70682;15222;potong pasir avenue 1 146
70683;15222;potong pasir avenue 1 147
70684;15222;potong pasir avenue 1 148
70685;15222;potong pasir avenue 1 424
70686;15222;potong pasir avenue 1 55
70687;15222;potong pasir avenue 1 blk 120
70688;15222;potong pasir avenue 1 blk 147
70689;15222;potong pasir avenue 1 blk 148
70690;15222;potong pasir avenue 2 147
70691;15222;potong pasir avenue 3 136
70692;15222;potong pasir avenue 3 137
70693;15222;potong pasir avenue 3 139
70694;15223;cherry avenue 12
70695;15224;linden drive 20
70696;15225;changi south lane 6
70697;15226;belimbing avenue 10
70698;15227;third chin bee road 10
70699;15227;third chin bee road 11
70700;15227;third chin bee road 12
70701;15227;third chin bee road 16
70702;15227;third chin bee road 18
70703;15227;third chin bee road 26
70704;15227;third chin bee road 4
70705;15227;third chin bee road 7
70706;15227;third chin bee road 9
70707;15228;macpherson road 457
70708;15229;elm avenue 3
70709;15229;elm avenue 7
70710;15230;kenanga avenue 1
70711;15231;cherry avenue 6
70712;15232;jalan kemboja 57
70713;15233;how sun drive 37b
70714;15233;jalan siantan 2
70715;15233;king`s close 50
70716;15233;mackerrow road 26
70717;15233;macpherson lane 278b
70718;15233;macpherson road 101
70719;15233;macpherson road 105a
70720;15233;macpherson road 107
70721;15233;macpherson road 110
70722;15233;macpherson road 113
70723;15233;macpherson road 114
70724;15233;macpherson road 121
70725;15233;macpherson road 123
70726;15233;macpherson road 125
70727;15233;macpherson road 129
70728;15233;macpherson road 131
70729;15233;macpherson road 133
70730;15233;macpherson road 137
70731;15233;macpherson road 139
70732;15233;macpherson road 143
70733;15233;macpherson road 145
70734;15233;macpherson road 146
70735;15233;macpherson road 149
70736;15233;macpherson road 150
70737;15233;macpherson road 151
70738;15233;macpherson road 155
70739;15233;macpherson road 156
70740;15233;macpherson road 157
70741;15233;macpherson road 159
70742;15233;macpherson road 161
70743;15233;macpherson road 161a
70744;15233;macpherson road 161b
70745;15233;macpherson road 163a
70746;15233;macpherson road 165b
70747;15233;macpherson road 167
70748;15233;macpherson road 167a
70749;15233;macpherson road 167b
70750;15233;macpherson road 169b
70751;15233;macpherson road 171
70752;15233;macpherson road 175
70753;15233;macpherson road 177
70754;15233;macpherson road 179
70755;15233;macpherson road 179a
70756;15233;macpherson road 184
70757;15233;macpherson road 185
70758;15233;macpherson road 185a
70759;15233;macpherson road 187
70760;15233;macpherson road 187a
70761;15233;macpherson road 187b
70762;15233;macpherson road 189
70763;15233;macpherson road 190
70764;15233;macpherson road 191
70765;15233;macpherson road 197
70766;15233;macpherson road 201
70767;15233;macpherson road 203
70768;15233;macpherson road 205
70769;15233;macpherson road 207
70770;15233;macpherson road 211
70771;15233;macpherson road 213
70772;15233;macpherson road 215
70773;15233;macpherson road 217
70774;15233;macpherson road 221
70775;15233;macpherson road 223
70776;15233;macpherson road 235
70777;15233;macpherson road 239
70778;15233;macpherson road 240
70779;15233;macpherson road 241
70780;15233;macpherson road 243
70781;15233;macpherson road 246
70782;15233;macpherson road 253
70783;15233;macpherson road 255
70784;15233;macpherson road 259
70785;15233;macpherson road 26
70786;15233;macpherson road 261
70787;15233;macpherson road 261a
70788;15233;macpherson road 263
70789;15233;macpherson road 263a
70790;15233;macpherson road 265
70791;15233;macpherson road 265a
70792;15233;macpherson road 271
70793;15233;macpherson road 271-283
70794;15233;macpherson road 271a
70795;15233;macpherson road 272
70796;15233;macpherson road 272a
70797;15233;macpherson road 272b
